brand,cnt,date,day_of_week,month,tiaoxiu,workday,year
4,22,304,6,11,0,1,2013
6,30,304,6,11,0,1,2013
9,61,304,6,11,0,1,2013
10,51,304,6,11,0,1,2013
10,22,305,7,11,0,1,2013
1,374,306,1,11,0,1,2013
2,265,306,1,11,0,1,2013
3,78,306,1,11,0,1,2013
4,453,306,1,11,0,1,2013
6,157,306,1,11,0,1,2013
7,129,306,1,11,0,1,2013
9,442,306,1,11,0,1,2013
10,494,306,1,11,0,1,2013
1,561,307,2,11,0,1,2013
2,199,307,2,11,0,1,2013
3,261,307,2,11,0,1,2013
4,675,307,2,11,0,1,2013
6,238,307,2,11,0,1,2013
7,257,307,2,11,0,1,2013
8,63,307,2,11,0,1,2013
9,445,307,2,11,0,1,2013
10,386,307,2,11,0,1,2013
1,291,308,3,11,0,1,2013
2,124,308,3,11,0,1,2013
3,152,308,3,11,0,1,2013
4,488,308,3,11,0,1,2013
6,177,308,3,11,0,1,2013
7,210,308,3,11,0,1,2013
9,415,308,3,11,0,1,2013
10,384,308,3,11,0,1,2013
1,389,309,4,11,0,1,2013
2,219,309,4,11,0,1,2013
3,264,309,4,11,0,1,2013
4,351,309,4,11,0,1,2013
6,205,309,4,11,0,1,2013
7,118,309,4,11,0,1,2013
8,23,309,4,11,0,1,2013
9,383,309,4,11,0,1,2013
10,585,309,4,11,0,1,2013
1,225,310,5,11,0,1,2013
2,345,310,5,11,0,1,2013
3,235,310,5,11,0,1,2013
4,418,310,5,11,0,1,2013
6,214,310,5,11,0,1,2013
7,154,310,5,11,0,1,2013
8,25,310,5,11,0,1,2013
9,344,310,5,11,0,1,2013
10,494,310,5,11,0,1,2013
1,62,311,6,11,0,1,2013
2,66,311,6,11,0,1,2013
3,65,311,6,11,0,1,2013
4,65,311,6,11,0,1,2013
6,202,311,6,11,0,1,2013
7,193,311,6,11,0,1,2013
9,138,311,6,11,0,1,2013
10,335,311,6,11,0,1,2013
2,57,312,7,12,0,1,2013
3,28,312,7,12,0,1,2013
6,5,312,7,12,0,1,2013
9,13,312,7,12,0,1,2013
1,324,313,1,12,0,1,2013
2,371,313,1,12,0,1,2013
3,314,313,1,12,0,1,2013
4,505,313,1,12,0,1,2013
6,299,313,1,12,0,1,2013
7,335,313,1,12,0,1,2013
9,577,313,1,12,0,1,2013
10,700,313,1,12,0,1,2013
1,343,314,2,12,0,1,2013
2,133,314,2,12,0,1,2013
3,163,314,2,12,0,1,2013
4,588,314,2,12,0,1,2013
6,178,314,2,12,0,1,2013
7,322,314,2,12,0,1,2013
8,95,314,2,12,0,1,2013
9,368,314,2,12,0,1,2013
10,463,314,2,12,0,1,2013
1,262,315,3,12,0,1,2013
2,279,315,3,12,0,1,2013
3,274,315,3,12,0,1,2013
4,508,315,3,12,0,1,2013
6,227,315,3,12,0,1,2013
7,150,315,3,12,0,1,2013
9,372,315,3,12,0,1,2013
10,480,315,3,12,0,1,2013
1,114,316,4,12,0,1,2013
2,170,316,4,12,0,1,2013
3,96,316,4,12,0,1,2013
4,192,316,4,12,0,1,2013
6,144,316,4,12,0,1,2013
7,212,316,4,12,0,1,2013
8,46,316,4,12,0,1,2013
9,293,316,4,12,0,1,2013
10,415,316,4,12,0,1,2013
1,299,317,5,12,0,1,2013
2,345,317,5,12,0,1,2013
3,209,317,5,12,0,1,2013
4,227,317,5,12,0,1,2013
6,176,317,5,12,0,1,2013
7,154,317,5,12,0,1,2013
8,51,317,5,12,0,1,2013
9,516,317,5,12,0,1,2013
10,556,317,5,12,0,1,2013
1,94,318,6,12,0,1,2013
2,33,318,6,12,0,1,2013
3,33,318,6,12,0,1,2013
4,131,318,6,12,0,1,2013
6,48,318,6,12,0,1,2013
7,32,318,6,12,0,1,2013
9,15,318,6,12,0,1,2013
10,103,318,6,12,0,1,2013
6,5,319,7,12,0,1,2013
1,374,320,1,12,0,1,2013
2,212,320,1,12,0,1,2013
3,366,320,1,12,0,1,2013
4,453,320,1,12,0,1,2013
6,185,320,1,12,0,1,2013
7,257,320,1,12,0,1,2013
9,491,320,1,12,0,1,2013
10,494,320,1,12,0,1,2013
1,374,321,2,12,0,1,2013
2,133,321,2,12,0,1,2013
3,229,321,2,12,0,1,2013
4,544,321,2,12,0,1,2013
6,226,321,2,12,0,1,2013
7,354,321,2,12,0,1,2013
8,95,321,2,12,0,1,2013
9,644,321,2,12,0,1,2013
10,541,321,2,12,0,1,2013
1,320,322,3,12,0,1,2013
2,681,322,3,12,0,1,2013
3,579,322,3,12,0,1,2013
4,447,322,3,12,0,1,2013
6,399,322,3,12,0,1,2013
7,571,322,3,12,0,1,2013
9,874,322,3,12,0,1,2013
10,961,322,3,12,0,1,2013
1,229,323,4,12,0,1,2013
2,170,323,4,12,0,1,2013
3,192,323,4,12,0,1,2013
4,272,323,4,12,0,1,2013
6,227,323,4,12,0,1,2013
7,118,323,4,12,0,1,2013
8,23,323,4,12,0,1,2013
9,495,323,4,12,0,1,2013
10,472,323,4,12,0,1,2013
1,399,324,5,12,0,1,2013
2,292,324,5,12,0,1,2013
3,235,324,5,12,0,1,2013
4,366,324,5,12,0,1,2013
6,266,324,5,12,0,1,2013
7,257,324,5,12,0,1,2013
8,25,324,5,12,0,1,2013
9,405,324,5,12,0,1,2013
10,391,324,5,12,0,1,2013
1,31,325,6,12,0,1,2013
2,66,325,6,12,0,1,2013
3,65,325,6,12,0,1,2013
4,65,325,6,12,0,1,2013
6,24,325,6,12,0,1,2013
7,64,325,6,12,0,1,2013
9,92,325,6,12,0,1,2013
10,51,325,6,12,0,1,2013
1,274,326,1,12,0,1,2013
2,212,326,1,12,0,1,2013
3,52,326,1,12,0,1,2013
4,592,326,1,12,0,1,2013
6,128,326,1,12,0,1,2013
7,103,326,1,12,0,1,2013
8,76,326,1,12,0,1,2013
9,626,326,1,12,0,1,2013
10,659,326,1,12,0,1,2013
1,187,327,2,12,0,1,2013
2,232,327,2,12,0,1,2013
3,131,327,2,12,0,1,2013
4,436,327,2,12,0,1,2013
6,113,327,2,12,0,1,2013
7,257,327,2,12,0,1,2013
9,522,327,2,12,0,1,2013
10,515,327,2,12,0,1,2013
1,320,328,3,12,0,1,2013
2,340,328,3,12,0,1,2013
3,152,328,3,12,0,1,2013
4,630,328,3,12,0,1,2013
6,194,328,3,12,0,1,2013
7,120,328,3,12,0,1,2013
8,30,328,3,12,0,1,2013
9,730,328,3,12,0,1,2013
10,529,328,3,12,0,1,2013
1,274,329,4,12,0,1,2013
2,268,329,4,12,0,1,2013
3,144,329,4,12,0,1,2013
4,351,329,4,12,0,1,2013
6,83,329,4,12,0,1,2013
7,118,329,4,12,0,1,2013
8,46,329,4,12,0,1,2013
9,326,329,4,12,0,1,2013
10,359,329,4,12,0,1,2013
1,175,330,5,12,0,1,2013
2,239,330,5,12,0,1,2013
3,209,330,5,12,0,1,2013
4,488,330,5,12,0,1,2013
6,147,330,5,12,0,1,2013
7,103,330,5,12,0,1,2013
8,25,330,5,12,0,1,2013
9,565,330,5,12,0,1,2013
10,659,330,5,12,0,1,2013
4,44,331,6,12,0,1,2013
6,30,331,6,12,0,1,2013
9,92,331,6,12,0,1,2013
10,103,331,6,12,0,1,2013
6,10,332,7,12,0,1,2013
1,524,333,1,12,0,1,2013
2,345,333,1,12,0,1,2013
3,340,333,1,12,0,1,2013
4,401,333,1,12,0,1,2013
6,190,333,1,12,0,1,2013
7,77,333,1,12,0,1,2013
8,25,333,1,12,0,1,2013
9,798,333,1,12,0,1,2013
10,309,333,1,12,0,1,2013
1,281,334,2,12,0,1,2013
2,464,334,2,12,0,1,2013
3,294,334,2,12,0,1,2013
4,457,334,2,12,0,1,2013
6,172,334,2,12,0,1,2013
7,97,334,2,12,0,1,2013
8,63,334,2,12,0,1,2013
9,813,334,2,12,0,1,2013
10,489,334,2,12,0,1,2013
1,233,335,3,12,0,1,2013
2,495,335,3,12,0,1,2013
3,152,335,3,12,0,1,2013
4,366,335,3,12,0,1,2013
6,238,335,3,12,0,1,2013
7,90,335,3,12,0,1,2013
8,30,335,3,12,0,1,2013
9,816,335,3,12,0,1,2013
10,432,335,3,12,0,1,2013
1,206,336,4,12,0,1,2013
2,389,336,4,12,0,1,2013
3,120,336,4,12,0,1,2013
4,256,336,4,12,0,1,2013
6,148,336,4,12,0,1,2013
7,142,336,4,12,0,1,2013
9,810,336,4,12,0,1,2013
10,472,336,4,12,0,1,2013
1,150,337,5,12,0,1,2013
2,1088,337,5,12,0,1,2013
3,105,337,5,12,0,1,2013
4,366,337,5,12,0,1,2013
6,185,337,5,12,0,1,2013
7,206,337,5,12,0,1,2013
9,872,337,5,12,0,1,2013
10,577,337,5,12,0,1,2013
1,31,338,6,12,0,1,2013
2,564,338,6,12,0,1,2013
3,65,338,6,12,0,1,2013
4,109,338,6,12,0,1,2013
6,42,338,6,12,0,1,2013
7,32,338,6,12,0,1,2013
9,292,338,6,12,0,1,2013
1,474,339,1,12,0,1,2013
2,1884,339,1,12,0,1,2013
3,235,339,1,12,0,1,2013
4,383,339,1,12,0,1,2013
6,57,339,1,12,0,1,2013
7,154,339,1,12,0,1,2013
9,884,339,1,12,0,1,2013
10,453,339,1,12,0,1,2013
1,343,340,2,12,0,1,2013
2,531,340,2,12,0,1,2013
3,229,340,2,12,0,1,2013
4,327,340,2,12,0,1,2013
6,59,340,2,12,0,1,2013
7,97,340,2,12,0,1,2013
9,1151,340,2,12,0,1,2013
10,257,340,2,12,0,1,2013
6,5,341,3,1,0,0,2014
9,14,341,3,1,0,0,2014
1,554,342,4,1,0,1,2014
2,354,342,4,1,0,1,2014
3,395,342,4,1,0,1,2014
4,1084,342,4,1,0,1,2014
6,321,342,4,1,0,1,2014
7,275,342,4,1,0,1,2014
8,113,342,4,1,0,1,2014
9,698,342,4,1,0,1,2014
10,1080,342,4,1,0,1,2014
1,556,343,5,1,0,1,2014
2,232,343,5,1,0,1,2014
3,456,343,5,1,0,1,2014
4,1453,343,5,1,0,1,2014
6,263,343,5,1,0,1,2014
7,275,343,5,1,0,1,2014
8,74,343,5,1,0,1,2014
9,476,343,5,1,0,1,2014
10,978,343,5,1,0,1,2014
1,181,344,6,1,0,1,2014
2,193,344,6,1,0,1,2014
3,285,344,6,1,0,1,2014
4,232,344,6,1,0,1,2014
6,104,344,6,1,0,1,2014
7,187,344,6,1,0,1,2014
8,31,344,6,1,0,1,2014
9,119,344,6,1,0,1,2014
10,275,344,6,1,0,1,2014
6,5,345,7,1,0,1,2014
1,774,346,1,1,0,1,2014
2,283,346,1,1,0,1,2014
3,684,346,1,1,0,1,2014
4,1436,346,1,1,0,1,2014
6,364,346,1,1,0,1,2014
7,324,346,1,1,0,1,2014
8,147,346,1,1,0,1,2014
9,655,346,1,1,0,1,2014
10,1258,346,1,1,0,1,2014
1,544,347,2,1,0,1,2014
2,515,347,2,1,0,1,2014
3,570,347,2,1,0,1,2014
4,993,347,2,1,0,1,2014
6,564,347,2,1,0,1,2014
7,1123,347,2,1,0,1,2014
8,92,347,2,1,0,1,2014
9,804,347,2,1,0,1,2014
10,1448,347,2,1,0,1,2014
1,339,348,3,1,0,1,2014
2,330,348,3,1,0,1,2014
3,591,348,3,1,0,1,2014
4,1064,348,3,1,0,1,2014
6,446,348,3,1,0,1,2014
7,379,348,3,1,0,1,2014
8,143,348,3,1,0,1,2014
9,583,348,3,1,0,1,2014
10,745,348,3,1,0,1,2014
1,444,349,4,1,0,1,2014
2,118,349,4,1,0,1,2014
3,209,349,4,1,0,1,2014
4,635,349,4,1,0,1,2014
6,232,349,4,1,0,1,2014
7,92,349,4,1,0,1,2014
8,23,349,4,1,0,1,2014
9,447,349,4,1,0,1,2014
10,494,349,4,1,0,1,2014
1,387,350,5,1,0,1,2014
2,103,350,5,1,0,1,2014
3,482,350,5,1,0,1,2014
4,828,350,5,1,0,1,2014
6,300,350,5,1,0,1,2014
7,150,350,5,1,0,1,2014
8,123,350,5,1,0,1,2014
9,643,350,5,1,0,1,2014
10,719,350,5,1,0,1,2014
2,64,351,6,1,0,1,2014
3,127,351,6,1,0,1,2014
4,127,351,6,1,0,1,2014
6,46,351,6,1,0,1,2014
7,31,351,6,1,0,1,2014
9,119,351,6,1,0,1,2014
10,25,351,6,1,0,1,2014
1,266,352,1,1,0,1,2014
2,257,352,1,1,0,1,2014
3,253,352,1,1,0,1,2014
4,777,352,1,1,0,1,2014
6,276,352,1,1,0,1,2014
7,324,352,1,1,0,1,2014
8,74,352,1,1,0,1,2014
9,905,352,1,1,0,1,2014
10,639,352,1,1,0,1,2014
1,484,353,2,1,0,1,2014
2,161,353,2,1,0,1,2014
3,222,353,2,1,0,1,2014
4,739,353,2,1,0,1,2014
6,248,353,2,1,0,1,2014
7,187,353,2,1,0,1,2014
9,684,353,2,1,0,1,2014
10,599,353,2,1,0,1,2014
1,903,354,3,1,0,1,2014
2,210,354,3,1,0,1,2014
3,296,354,3,1,0,1,2014
4,611,354,3,1,0,1,2014
6,215,354,3,1,0,1,2014
7,175,354,3,1,0,1,2014
8,57,354,3,1,0,1,2014
9,528,354,3,1,0,1,2014
10,792,354,3,1,0,1,2014
1,399,355,4,1,0,1,2014
2,236,355,4,1,0,1,2014
3,139,355,4,1,0,1,2014
4,743,355,4,1,0,1,2014
6,266,355,4,1,0,1,2014
7,320,355,4,1,0,1,2014
9,622,355,4,1,0,1,2014
10,494,355,4,1,0,1,2014
1,605,356,5,1,0,1,2014
2,206,356,5,1,0,1,2014
3,406,356,5,1,0,1,2014
4,541,356,5,1,0,1,2014
6,378,356,5,1,0,1,2014
7,549,356,5,1,0,1,2014
8,49,356,5,1,0,1,2014
9,833,356,5,1,0,1,2014
10,679,356,5,1,0,1,2014
1,30,357,6,1,0,1,2014
3,63,357,6,1,0,1,2014
4,106,357,6,1,0,1,2014
6,46,357,6,1,0,1,2014
7,94,357,6,1,0,1,2014
9,208,357,6,1,0,1,2014
10,150,357,6,1,0,1,2014
9,13,358,7,1,0,1,2014
1,677,359,1,1,0,1,2014
2,180,359,1,1,0,1,2014
3,380,359,1,1,0,1,2014
4,912,359,1,1,0,1,2014
6,244,359,1,1,0,1,2014
7,125,359,1,1,0,1,2014
8,25,359,1,1,0,1,2014
9,869,359,1,1,0,1,2014
10,919,359,1,1,0,1,2014
1,393,360,2,1,0,1,2014
2,225,360,2,1,0,1,2014
3,348,360,2,1,0,1,2014
4,739,360,2,1,0,1,2014
6,328,360,2,1,0,1,2014
7,218,360,2,1,0,1,2014
8,92,360,2,1,0,1,2014
9,908,360,2,1,0,1,2014
10,924,360,2,1,0,1,2014
1,480,361,3,1,0,1,2014
2,420,361,3,1,0,1,2014
3,384,361,3,1,0,1,2014
4,966,361,3,1,0,1,2014
6,312,361,3,1,0,1,2014
7,291,361,3,1,0,1,2014
8,29,361,3,1,0,1,2014
9,778,361,3,1,0,1,2014
10,745,361,3,1,0,1,2014
1,577,362,4,1,0,1,2014
2,259,362,4,1,0,1,2014
3,302,362,4,1,0,1,2014
4,589,362,4,1,0,1,2014
6,220,362,4,1,0,1,2014
7,252,362,4,1,0,1,2014
9,786,362,4,1,0,1,2014
10,531,362,4,1,0,1,2014
1,508,363,5,1,0,1,2014
2,386,363,5,1,0,1,2014
3,406,363,5,1,0,1,2014
4,794,363,5,1,0,1,2014
6,429,363,5,1,0,1,2014
7,724,363,5,1,0,1,2014
8,25,363,5,1,0,1,2014
9,1131,363,5,1,0,1,2014
10,919,363,5,1,0,1,2014
1,91,364,6,1,0,1,2014
2,96,364,6,1,0,1,2014
3,127,364,6,1,0,1,2014
4,42,364,6,1,0,1,2014
6,75,364,6,1,0,1,2014
7,31,364,6,1,0,1,2014
9,149,364,6,1,0,1,2014
10,75,364,6,1,0,1,2014
1,367,365,7,1,1,1,2014
2,139,365,7,1,1,1,2014
3,275,365,7,1,1,1,2014
4,311,365,7,1,1,1,2014
6,140,365,7,1,1,1,2014
7,108,365,7,1,1,1,2014
8,27,365,7,1,1,1,2014
9,503,365,7,1,1,1,2014
10,627,365,7,1,1,1,2014
1,919,366,1,1,0,1,2014
2,643,366,1,1,0,1,2014
3,329,366,1,1,0,1,2014
4,895,366,1,1,0,1,2014
6,304,366,1,1,0,1,2014
7,200,366,1,1,0,1,2014
8,74,366,1,1,0,1,2014
9,976,366,1,1,0,1,2014
10,899,366,1,1,0,1,2014
1,696,367,2,1,0,1,2014
2,804,367,2,1,0,1,2014
3,348,367,2,1,0,1,2014
4,1119,367,2,1,0,1,2014
6,294,367,2,1,0,1,2014
7,250,367,2,1,0,1,2014
8,31,367,2,1,0,1,2014
9,759,367,2,1,0,1,2014
10,998,367,2,1,0,1,2014
1,254,368,3,1,0,1,2014
2,360,368,3,1,0,1,2014
3,177,368,3,1,0,1,2014
4,394,368,3,1,0,1,2014
6,145,368,3,1,0,1,2014
7,58,368,3,1,0,1,2014
8,57,368,3,1,0,1,2014
9,681,368,3,1,0,1,2014
10,629,368,3,1,0,1,2014
1,22,369,4,1,0,1,2014
2,24,369,4,1,0,1,2014
3,70,369,4,1,0,1,2014
4,77,369,4,1,0,1,2014
6,4,369,4,1,0,1,2014
7,46,369,4,1,0,1,2014
9,55,369,4,1,0,1,2014
10,55,369,4,1,0,1,2014
7,31,370,6,2,0,0,2014
6,5,371,3,2,0,0,2014
10,23,371,3,2,0,0,2014
2,24,372,4,2,0,0,2014
1,919,373,5,2,0,1,2014
2,412,373,5,2,0,1,2014
3,355,373,5,2,0,1,2014
4,1081,373,5,2,0,1,2014
6,221,373,5,2,0,1,2014
7,225,373,5,2,0,1,2014
8,74,373,5,2,0,1,2014
9,786,373,5,2,0,1,2014
10,1198,373,5,2,0,1,2014
1,665,374,6,2,1,1,2014
2,322,374,6,2,1,1,2014
3,317,374,6,2,1,1,2014
4,993,374,6,2,1,1,2014
6,276,374,6,2,1,1,2014
7,250,374,6,2,1,1,2014
9,610,374,6,2,1,1,2014
10,599,374,6,2,1,1,2014
6,10,375,7,2,0,1,2014
1,1113,376,1,2,0,1,2014
2,309,376,1,2,0,1,2014
3,253,376,1,2,0,1,2014
4,1064,376,1,2,0,1,2014
6,253,376,1,2,0,1,2014
7,324,376,1,2,0,1,2014
8,98,376,1,2,0,1,2014
9,809,376,1,2,0,1,2014
10,599,376,1,2,0,1,2014
1,937,377,2,2,0,1,2014
2,225,377,2,2,0,1,2014
3,317,377,2,2,0,1,2014
4,824,377,2,2,0,1,2014
6,236,377,2,2,0,1,2014
7,218,377,2,2,0,1,2014
8,92,377,2,2,0,1,2014
9,446,377,2,2,0,1,2014
10,499,377,2,2,0,1,2014
1,621,378,3,2,0,1,2014
2,210,378,3,2,0,1,2014
3,266,378,3,2,0,1,2014
4,769,378,3,2,0,1,2014
6,177,378,3,2,0,1,2014
7,349,378,3,2,0,1,2014
8,115,378,3,2,0,1,2014
9,347,378,3,2,0,1,2014
10,396,378,3,2,0,1,2014
1,288,379,4,2,0,1,2014
2,165,379,4,2,0,1,2014
3,116,379,4,2,0,1,2014
4,589,379,4,2,0,1,2014
6,97,379,4,2,0,1,2014
7,114,379,4,2,0,1,2014
8,45,379,4,2,0,1,2014
9,360,379,4,2,0,1,2014
10,329,379,4,2,0,1,2014
1,387,380,5,2,0,1,2014
2,206,380,5,2,0,1,2014
3,177,380,5,2,0,1,2014
4,406,380,5,2,0,1,2014
6,212,380,5,2,0,1,2014
7,225,380,5,2,0,1,2014
8,74,380,5,2,0,1,2014
9,440,380,5,2,0,1,2014
10,339,380,5,2,0,1,2014
2,32,381,6,2,0,1,2014
3,95,381,6,2,0,1,2014
4,42,381,6,2,0,1,2014
6,29,381,6,2,0,1,2014
7,31,381,6,2,0,1,2014
9,30,381,6,2,0,1,2014
10,75,381,6,2,0,1,2014
2,28,382,7,2,0,1,2014
4,18,382,7,2,0,1,2014
1,508,383,1,2,0,1,2014
2,180,383,1,2,0,1,2014
3,177,383,1,2,0,1,2014
4,760,383,1,2,0,1,2014
6,147,383,1,2,0,1,2014
7,50,383,1,2,0,1,2014
8,25,383,1,2,0,1,2014
9,274,383,1,2,0,1,2014
10,260,383,1,2,0,1,2014
1,393,384,2,2,0,1,2014
2,193,384,2,2,0,1,2014
3,158,384,2,2,0,1,2014
4,824,384,2,2,0,1,2014
6,132,384,2,2,0,1,2014
7,156,384,2,2,0,1,2014
9,283,384,2,2,0,1,2014
10,275,384,2,2,0,1,2014
1,339,385,3,2,0,1,2014
2,180,385,3,2,0,1,2014
3,89,385,3,2,0,1,2014
4,591,385,3,2,0,1,2014
6,172,385,3,2,0,1,2014
7,146,385,3,2,0,1,2014
9,361,385,3,2,0,1,2014
10,419,385,3,2,0,1,2014
1,421,386,4,2,0,1,2014
2,94,386,4,2,0,1,2014
3,139,386,4,2,0,1,2014
4,387,386,4,2,0,1,2014
6,156,386,4,2,0,1,2014
7,229,386,4,2,0,1,2014
9,316,386,4,2,0,1,2014
10,366,386,4,2,0,1,2014
1,484,387,5,2,0,1,2014
2,103,387,5,2,0,1,2014
3,177,387,5,2,0,1,2014
4,507,387,5,2,0,1,2014
6,203,387,5,2,0,1,2014
7,225,387,5,2,0,1,2014
8,25,387,5,2,0,1,2014
9,286,387,5,2,0,1,2014
10,419,387,5,2,0,1,2014
4,63,388,6,2,0,1,2014
6,58,388,6,2,0,1,2014
7,31,388,6,2,0,1,2014
9,89,388,6,2,0,1,2014
10,50,388,6,2,0,1,2014
1,266,389,1,2,0,1,2014
2,180,389,1,2,0,1,2014
3,152,389,1,2,0,1,2014
4,558,389,1,2,0,1,2014
6,152,389,1,2,0,1,2014
7,225,389,1,2,0,1,2014
8,25,389,1,2,0,1,2014
9,393,389,1,2,0,1,2014
10,539,389,1,2,0,1,2014
1,242,390,2,2,0,1,2014
2,515,390,2,2,0,1,2014
3,602,390,2,2,0,1,2014
4,972,390,2,2,0,1,2014
6,541,390,2,2,0,1,2014
7,655,390,2,2,0,1,2014
8,61,390,2,2,0,1,2014
9,699,390,2,2,0,1,2014
10,549,390,2,2,0,1,2014
1,367,391,3,2,0,1,2014
2,330,391,3,2,0,1,2014
3,266,391,3,2,0,1,2014
4,670,391,3,2,0,1,2014
6,274,391,3,2,0,1,2014
7,349,391,3,2,0,1,2014
9,514,391,3,2,0,1,2014
10,466,391,3,2,0,1,2014
1,266,392,4,2,0,1,2014
2,118,392,4,2,0,1,2014
3,209,392,4,2,0,1,2014
4,480,392,4,2,0,1,2014
6,182,392,4,2,0,1,2014
7,229,392,4,2,0,1,2014
9,316,392,4,2,0,1,2014
10,293,392,4,2,0,1,2014
1,411,393,5,2,0,1,2014
2,154,393,5,2,0,1,2014
3,228,393,5,2,0,1,2014
4,389,393,5,2,0,1,2014
6,166,393,5,2,0,1,2014
7,275,393,5,2,0,1,2014
8,25,393,5,2,0,1,2014
9,369,393,5,2,0,1,2014
10,200,393,5,2,0,1,2014
1,121,394,6,3,0,1,2014
2,32,394,6,3,0,1,2014
4,21,394,6,3,0,1,2014
6,40,394,6,3,0,1,2014
9,104,394,6,3,0,1,2014
10,50,394,6,3,0,1,2014
2,28,395,7,3,0,1,2014
6,15,395,7,3,0,1,2014
1,339,396,1,3,0,1,2014
2,77,396,1,3,0,1,2014
3,101,396,1,3,0,1,2014
4,558,396,1,3,0,1,2014
6,189,396,1,3,0,1,2014
7,200,396,1,3,0,1,2014
8,49,396,1,3,0,1,2014
9,321,396,1,3,0,1,2014
10,280,396,1,3,0,1,2014
1,363,397,2,3,0,1,2014
2,193,397,2,3,0,1,2014
3,63,397,2,3,0,1,2014
4,803,397,2,3,0,1,2014
6,150,397,2,3,0,1,2014
7,156,397,2,3,0,1,2014
8,31,397,2,3,0,1,2014
9,387,397,2,3,0,1,2014
10,250,397,2,3,0,1,2014
1,508,398,3,3,0,1,2014
2,90,398,3,3,0,1,2014
3,148,398,3,3,0,1,2014
4,513,398,3,3,0,1,2014
6,172,398,3,3,0,1,2014
7,379,398,3,3,0,1,2014
8,29,398,3,3,0,1,2014
9,333,398,3,3,0,1,2014
10,303,398,3,3,0,1,2014
1,377,399,4,3,0,1,2014
2,94,399,4,3,0,1,2014
3,93,399,4,3,0,1,2014
4,387,399,4,3,0,1,2014
6,161,399,4,3,0,1,2014
7,137,399,4,3,0,1,2014
9,262,399,4,3,0,1,2014
10,293,399,4,3,0,1,2014
1,194,400,5,3,0,1,2014
2,154,400,5,3,0,1,2014
3,76,400,5,3,0,1,2014
4,304,400,5,3,0,1,2014
6,189,400,5,3,0,1,2014
7,75,400,5,3,0,1,2014
9,310,400,5,3,0,1,2014
10,339,400,5,3,0,1,2014
3,95,401,6,3,0,1,2014
4,127,401,6,3,0,1,2014
6,52,401,6,3,0,1,2014
7,31,401,6,3,0,1,2014
9,30,401,6,3,0,1,2014
10,50,401,6,3,0,1,2014
1,411,402,1,3,0,1,2014
2,180,402,1,3,0,1,2014
3,228,402,1,3,0,1,2014
4,541,402,1,3,0,1,2014
6,212,402,1,3,0,1,2014
7,125,402,1,3,0,1,2014
8,25,402,1,3,0,1,2014
9,559,402,1,3,0,1,2014
10,419,402,1,3,0,1,2014
1,363,403,2,3,0,1,2014
2,161,403,2,3,0,1,2014
3,158,403,2,3,0,1,2014
4,549,403,2,3,0,1,2014
6,225,403,2,3,0,1,2014
7,125,403,2,3,0,1,2014
9,521,403,2,3,0,1,2014
10,399,403,2,3,0,1,2014
1,310,404,3,3,0,1,2014
2,150,404,3,3,0,1,2014
3,266,404,3,3,0,1,2014
4,591,404,3,3,0,1,2014
6,183,404,3,3,0,1,2014
7,233,404,3,3,0,1,2014
8,57,404,3,3,0,1,2014
9,264,404,3,3,0,1,2014
10,419,404,3,3,0,1,2014
1,266,405,4,3,0,1,2014
2,118,405,4,3,0,1,2014
3,139,405,4,3,0,1,2014
4,387,405,4,3,0,1,2014
6,148,405,4,3,0,1,2014
7,206,405,4,3,0,1,2014
8,23,405,4,3,0,1,2014
9,251,405,4,3,0,1,2014
10,311,405,4,3,0,1,2014
1,266,406,5,3,0,1,2014
2,154,406,5,3,0,1,2014
3,51,406,5,3,0,1,2014
4,338,406,5,3,0,1,2014
6,166,406,5,3,0,1,2014
7,125,406,5,3,0,1,2014
9,333,406,5,3,0,1,2014
10,180,406,5,3,0,1,2014
1,30,407,6,3,0,1,2014
2,64,407,6,3,0,1,2014
3,32,407,6,3,0,1,2014
4,63,407,6,3,0,1,2014
6,46,407,6,3,0,1,2014
7,31,407,6,3,0,1,2014
9,60,407,6,3,0,1,2014
10,25,407,6,3,0,1,2014
1,387,408,1,3,0,1,2014
2,206,408,1,3,0,1,2014
3,279,408,1,3,0,1,2014
4,625,408,1,3,0,1,2014
6,189,408,1,3,0,1,2014
7,150,408,1,3,0,1,2014
9,369,408,1,3,0,1,2014
10,379,408,1,3,0,1,2014
1,635,409,2,3,0,1,2014
2,193,409,2,3,0,1,2014
3,380,409,2,3,0,1,2014
4,824,409,2,3,0,1,2014
6,259,409,2,3,0,1,2014
7,218,409,2,3,0,1,2014
8,31,409,2,3,0,1,2014
9,387,409,2,3,0,1,2014
10,624,409,2,3,0,1,2014
1,282,410,3,3,0,1,2014
2,210,410,3,3,0,1,2014
3,118,410,3,3,0,1,2014
4,434,410,3,3,0,1,2014
6,140,410,3,3,0,1,2014
7,204,410,3,3,0,1,2014
9,444,410,3,3,0,1,2014
10,443,410,3,3,0,1,2014
1,200,411,4,3,0,1,2014
2,118,411,4,3,0,1,2014
3,139,411,4,3,0,1,2014
4,232,411,4,3,0,1,2014
6,156,411,4,3,0,1,2014
7,206,411,4,3,0,1,2014
8,23,411,4,3,0,1,2014
9,306,411,4,3,0,1,2014
10,311,411,4,3,0,1,2014
1,290,412,5,3,0,1,2014
2,154,412,5,3,0,1,2014
3,152,412,5,3,0,1,2014
4,372,412,5,3,0,1,2014
6,194,412,5,3,0,1,2014
