brand,date,day_of_week,month,tiaoxiu,workday,year
6,1346,6,1,0,1,2017
7,1346,6,1,0,1,2017
8,1346,6,1,0,1,2017
9,1346,6,1,0,1,2017
10,1346,6,1,0,1,2017
1,1347,7,1,1,1,2017
2,1347,7,1,1,1,2017
3,1347,7,1,1,1,2017
4,1347,7,1,1,1,2017
5,1347,7,1,1,1,2017
6,1347,7,1,1,1,2017
7,1347,7,1,1,1,2017
8,1347,7,1,1,1,2017
9,1347,7,1,1,1,2017
10,1347,7,1,1,1,2017
1,1348,1,1,0,1,2017
2,1348,1,1,0,1,2017
3,1348,1,1,0,1,2017
4,1348,1,1,0,1,2017
5,1348,1,1,0,1,2017
6,1348,1,1,0,1,2017
7,1348,1,1,0,1,2017
8,1348,1,1,0,1,2017
9,1348,1,1,0,1,2017
10,1348,1,1,0,1,2017
1,1349,2,1,0,1,2017
2,1349,2,1,0,1,2017
3,1349,2,1,0,1,2017
4,1349,2,1,0,1,2017
5,1349,2,1,0,1,2017
6,1349,2,1,0,1,2017
7,1349,2,1,0,1,2017
8,1349,2,1,0,1,2017
9,1349,2,1,0,1,2017
10,1349,2,1,0,1,2017
1,1350,3,1,0,1,2017
2,1350,3,1,0,1,2017
3,1350,3,1,0,1,2017
4,1350,3,1,0,1,2017
5,1350,3,1,0,1,2017
6,1350,3,1,0,1,2017
7,1350,3,1,0,1,2017
8,1350,3,1,0,1,2017
9,1350,3,1,0,1,2017
10,1350,3,1,0,1,2017
1,1351,4,1,0,1,2017
2,1351,4,1,0,1,2017
3,1351,4,1,0,1,2017
4,1351,4,1,0,1,2017
5,1351,4,1,0,1,2017
6,1351,4,1,0,1,2017
7,1351,4,1,0,1,2017
8,1351,4,1,0,1,2017
9,1351,4,1,0,1,2017
10,1351,4,1,0,1,2017
2,1352,4,2,0,0,2017
8,1352,4,2,0,0,2017
9,1352,4,2,0,0,2017
10,1352,4,2,0,0,2017
1,1353,5,2,0,1,2017
2,1353,5,2,0,1,2017
3,1353,5,2,0,1,2017
4,1353,5,2,0,1,2017
5,1353,5,2,0,1,2017
6,1353,5,2,0,1,2017
7,1353,5,2,0,1,2017
8,1353,5,2,0,1,2017
9,1353,5,2,0,1,2017
10,1353,5,2,0,1,2017
1,1354,6,2,1,1,2017
2,1354,6,2,1,1,2017
3,1354,6,2,1,1,2017
4,1354,6,2,1,1,2017
5,1354,6,2,1,1,2017
6,1354,6,2,1,1,2017
7,1354,6,2,1,1,2017
8,1354,6,2,1,1,2017
9,1354,6,2,1,1,2017
10,1354,6,2,1,1,2017
5,1355,7,2,0,1,2017
8,1355,7,2,0,1,2017
9,1355,7,2,0,1,2017
1,1356,1,2,0,1,2017
2,1356,1,2,0,1,2017
3,1356,1,2,0,1,2017
4,1356,1,2,0,1,2017
5,1356,1,2,0,1,2017
6,1356,1,2,0,1,2017
7,1356,1,2,0,1,2017
8,1356,1,2,0,1,2017
9,1356,1,2,0,1,2017
10,1356,1,2,0,1,2017
1,1357,2,2,0,1,2017
2,1357,2,2,0,1,2017
3,1357,2,2,0,1,2017
4,1357,2,2,0,1,2017
5,1357,2,2,0,1,2017
6,1357,2,2,0,1,2017
7,1357,2,2,0,1,2017
8,1357,2,2,0,1,2017
9,1357,2,2,0,1,2017
10,1357,2,2,0,1,2017
1,1358,3,2,0,1,2017
2,1358,3,2,0,1,2017
3,1358,3,2,0,1,2017
4,1358,3,2,0,1,2017
5,1358,3,2,0,1,2017
6,1358,3,2,0,1,2017
7,1358,3,2,0,1,2017
8,1358,3,2,0,1,2017
9,1358,3,2,0,1,2017
10,1358,3,2,0,1,2017
1,1359,4,2,0,1,2017
2,1359,4,2,0,1,2017
3,1359,4,2,0,1,2017
4,1359,4,2,0,1,2017
5,1359,4,2,0,1,2017
6,1359,4,2,0,1,2017
7,1359,4,2,0,1,2017
8,1359,4,2,0,1,2017
9,1359,4,2,0,1,2017
10,1359,4,2,0,1,2017
1,1360,5,2,0,1,2017
2,1360,5,2,0,1,2017
3,1360,5,2,0,1,2017
4,1360,5,2,0,1,2017
5,1360,5,2,0,1,2017
6,1360,5,2,0,1,2017
7,1360,5,2,0,1,2017
8,1360,5,2,0,1,2017
9,1360,5,2,0,1,2017
10,1360,5,2,0,1,2017
1,1361,6,2,0,1,2017
2,1361,6,2,0,1,2017
3,1361,6,2,0,1,2017
4,1361,6,2,0,1,2017
5,1361,6,2,0,1,2017
6,1361,6,2,0,1,2017
7,1361,6,2,0,1,2017
8,1361,6,2,0,1,2017
9,1361,6,2,0,1,2017
10,1361,6,2,0,1,2017
6,1362,7,2,0,1,2017
1,1363,1,2,0,1,2017
2,1363,1,2,0,1,2017
3,1363,1,2,0,1,2017
4,1363,1,2,0,1,2017
5,1363,1,2,0,1,2017
6,1363,1,2,0,1,2017
7,1363,1,2,0,1,2017
8,1363,1,2,0,1,2017
9,1363,1,2,0,1,2017
10,1363,1,2,0,1,2017
1,1364,2,2,0,1,2017
2,1364,2,2,0,1,2017
3,1364,2,2,0,1,2017
4,1364,2,2,0,1,2017
5,1364,2,2,0,1,2017
6,1364,2,2,0,1,2017
7,1364,2,2,0,1,2017
8,1364,2,2,0,1,2017
9,1364,2,2,0,1,2017
10,1364,2,2,0,1,2017
1,1365,3,2,0,1,2017
2,1365,3,2,0,1,2017
3,1365,3,2,0,1,2017
4,1365,3,2,0,1,2017
5,1365,3,2,0,1,2017
6,1365,3,2,0,1,2017
7,1365,3,2,0,1,2017
8,1365,3,2,0,1,2017
9,1365,3,2,0,1,2017
10,1365,3,2,0,1,2017
1,1366,4,2,0,1,2017
2,1366,4,2,0,1,2017
3,1366,4,2,0,1,2017
4,1366,4,2,0,1,2017
5,1366,4,2,0,1,2017
6,1366,4,2,0,1,2017
7,1366,4,2,0,1,2017
8,1366,4,2,0,1,2017
9,1366,4,2,0,1,2017
10,1366,4,2,0,1,2017
1,1367,5,2,0,1,2017
2,1367,5,2,0,1,2017
3,1367,5,2,0,1,2017
4,1367,5,2,0,1,2017
5,1367,5,2,0,1,2017
6,1367,5,2,0,1,2017
7,1367,5,2,0,1,2017
8,1367,5,2,0,1,2017
9,1367,5,2,0,1,2017
10,1367,5,2,0,1,2017
1,1368,6,2,0,1,2017
2,1368,6,2,0,1,2017
3,1368,6,2,0,1,2017
4,1368,6,2,0,1,2017
5,1368,6,2,0,1,2017
6,1368,6,2,0,1,2017
7,1368,6,2,0,1,2017
8,1368,6,2,0,1,2017
9,1368,6,2,0,1,2017
10,1368,6,2,0,1,2017
5,1369,7,2,0,1,2017
6,1369,7,2,0,1,2017
1,1370,1,2,0,1,2017
2,1370,1,2,0,1,2017
3,1370,1,2,0,1,2017
4,1370,1,2,0,1,2017
5,1370,1,2,0,1,2017
6,1370,1,2,0,1,2017
7,1370,1,2,0,1,2017
8,1370,1,2,0,1,2017
9,1370,1,2,0,1,2017
10,1370,1,2,0,1,2017
1,1371,2,2,0,1,2017
2,1371,2,2,0,1,2017
3,1371,2,2,0,1,2017
4,1371,2,2,0,1,2017
5,1371,2,2,0,1,2017
6,1371,2,2,0,1,2017
7,1371,2,2,0,1,2017
8,1371,2,2,0,1,2017
9,1371,2,2,0,1,2017
10,1371,2,2,0,1,2017
1,1372,3,2,0,1,2017
2,1372,3,2,0,1,2017
3,1372,3,2,0,1,2017
4,1372,3,2,0,1,2017
5,1372,3,2,0,1,2017
6,1372,3,2,0,1,2017
7,1372,3,2,0,1,2017
8,1372,3,2,0,1,2017
9,1372,3,2,0,1,2017
10,1372,3,2,0,1,2017
1,1373,4,2,0,1,2017
2,1373,4,2,0,1,2017
3,1373,4,2,0,1,2017
4,1373,4,2,0,1,2017
5,1373,4,2,0,1,2017
6,1373,4,2,0,1,2017
7,1373,4,2,0,1,2017
8,1373,4,2,0,1,2017
9,1373,4,2,0,1,2017
10,1373,4,2,0,1,2017
1,1374,5,2,0,1,2017
2,1374,5,2,0,1,2017
3,1374,5,2,0,1,2017
4,1374,5,2,0,1,2017
5,1374,5,2,0,1,2017
6,1374,5,2,0,1,2017
7,1374,5,2,0,1,2017
8,1374,5,2,0,1,2017
9,1374,5,2,0,1,2017
10,1374,5,2,0,1,2017
1,1375,6,2,0,1,2017
2,1375,6,2,0,1,2017
3,1375,6,2,0,1,2017
4,1375,6,2,0,1,2017
5,1375,6,2,0,1,2017
6,1375,6,2,0,1,2017
7,1375,6,2,0,1,2017
8,1375,6,2,0,1,2017
9,1375,6,2,0,1,2017
10,1375,6,2,0,1,2017
9,1376,7,2,0,1,2017
1,1377,1,2,0,1,2017
2,1377,1,2,0,1,2017
3,1377,1,2,0,1,2017
4,1377,1,2,0,1,2017
5,1377,1,2,0,1,2017
6,1377,1,2,0,1,2017
7,1377,1,2,0,1,2017
8,1377,1,2,0,1,2017
9,1377,1,2,0,1,2017
10,1377,1,2,0,1,2017
1,1378,2,2,0,1,2017
2,1378,2,2,0,1,2017
3,1378,2,2,0,1,2017
4,1378,2,2,0,1,2017
5,1378,2,2,0,1,2017
6,1378,2,2,0,1,2017
7,1378,2,2,0,1,2017
8,1378,2,2,0,1,2017
9,1378,2,2,0,1,2017
10,1378,2,2,0,1,2017
1,1379,3,3,0,1,2017
2,1379,3,3,0,1,2017
3,1379,3,3,0,1,2017
4,1379,3,3,0,1,2017
5,1379,3,3,0,1,2017
6,1379,3,3,0,1,2017
7,1379,3,3,0,1,2017
8,1379,3,3,0,1,2017
9,1379,3,3,0,1,2017
10,1379,3,3,0,1,2017
1,1380,4,3,0,1,2017
2,1380,4,3,0,1,2017
3,1380,4,3,0,1,2017
4,1380,4,3,0,1,2017
5,1380,4,3,0,1,2017
6,1380,4,3,0,1,2017
7,1380,4,3,0,1,2017
8,1380,4,3,0,1,2017
9,1380,4,3,0,1,2017
10,1380,4,3,0,1,2017
1,1381,5,3,0,1,2017
2,1381,5,3,0,1,2017
3,1381,5,3,0,1,2017
4,1381,5,3,0,1,2017
5,1381,5,3,0,1,2017
6,1381,5,3,0,1,2017
7,1381,5,3,0,1,2017
8,1381,5,3,0,1,2017
9,1381,5,3,0,1,2017
10,1381,5,3,0,1,2017
1,1382,6,3,0,1,2017
2,1382,6,3,0,1,2017
3,1382,6,3,0,1,2017
4,1382,6,3,0,1,2017
5,1382,6,3,0,1,2017
6,1382,6,3,0,1,2017
7,1382,6,3,0,1,2017
8,1382,6,3,0,1,2017
9,1382,6,3,0,1,2017
1,1383,7,3,0,1,2017
2,1383,7,3,0,1,2017
6,1383,7,3,0,1,2017
1,1384,1,3,0,1,2017
2,1384,1,3,0,1,2017
3,1384,1,3,0,1,2017
4,1384,1,3,0,1,2017
5,1384,1,3,0,1,2017
6,1384,1,3,0,1,2017
7,1384,1,3,0,1,2017
8,1384,1,3,0,1,2017
9,1384,1,3,0,1,2017
10,1384,1,3,0,1,2017
1,1385,2,3,0,1,2017
2,1385,2,3,0,1,2017
3,1385,2,3,0,1,2017
4,1385,2,3,0,1,2017
5,1385,2,3,0,1,2017
6,1385,2,3,0,1,2017
7,1385,2,3,0,1,2017
8,1385,2,3,0,1,2017
9,1385,2,3,0,1,2017
10,1385,2,3,0,1,2017
1,1386,3,3,0,1,2017
2,1386,3,3,0,1,2017
3,1386,3,3,0,1,2017
4,1386,3,3,0,1,2017
5,1386,3,3,0,1,2017
6,1386,3,3,0,1,2017
7,1386,3,3,0,1,2017
8,1386,3,3,0,1,2017
9,1386,3,3,0,1,2017
10,1386,3,3,0,1,2017
1,1387,4,3,0,1,2017
2,1387,4,3,0,1,2017
3,1387,4,3,0,1,2017
4,1387,4,3,0,1,2017
5,1387,4,3,0,1,2017
6,1387,4,3,0,1,2017
7,1387,4,3,0,1,2017
8,1387,4,3,0,1,2017
9,1387,4,3,0,1,2017
10,1387,4,3,0,1,2017
1,1388,5,3,0,1,2017
2,1388,5,3,0,1,2017
3,1388,5,3,0,1,2017
4,1388,5,3,0,1,2017
5,1388,5,3,0,1,2017
6,1388,5,3,0,1,2017
7,1388,5,3,0,1,2017
8,1388,5,3,0,1,2017
9,1388,5,3,0,1,2017
10,1388,5,3,0,1,2017
1,1389,6,3,0,1,2017
2,1389,6,3,0,1,2017
3,1389,6,3,0,1,2017
4,1389,6,3,0,1,2017
5,1389,6,3,0,1,2017
6,1389,6,3,0,1,2017
7,1389,6,3,0,1,2017
8,1389,6,3,0,1,2017
9,1389,6,3,0,1,2017
10,1389,6,3,0,1,2017
1,1390,1,3,0,1,2017
2,1390,1,3,0,1,2017
3,1390,1,3,0,1,2017
4,1390,1,3,0,1,2017
5,1390,1,3,0,1,2017
6,1390,1,3,0,1,2017
7,1390,1,3,0,1,2017
8,1390,1,3,0,1,2017
9,1390,1,3,0,1,2017
10,1390,1,3,0,1,2017
1,1391,2,3,0,1,2017
2,1391,2,3,0,1,2017
3,1391,2,3,0,1,2017
4,1391,2,3,0,1,2017
5,1391,2,3,0,1,2017
6,1391,2,3,0,1,2017
7,1391,2,3,0,1,2017
8,1391,2,3,0,1,2017
9,1391,2,3,0,1,2017
10,1391,2,3,0,1,2017
1,1392,3,3,0,1,2017
2,1392,3,3,0,1,2017
3,1392,3,3,0,1,2017
4,1392,3,3,0,1,2017
5,1392,3,3,0,1,2017
6,1392,3,3,0,1,2017
7,1392,3,3,0,1,2017
8,1392,3,3,0,1,2017
9,1392,3,3,0,1,2017
10,1392,3,3,0,1,2017
1,1393,4,3,0,1,2017
2,1393,4,3,0,1,2017
3,1393,4,3,0,1,2017
4,1393,4,3,0,1,2017
5,1393,4,3,0,1,2017
6,1393,4,3,0,1,2017
7,1393,4,3,0,1,2017
8,1393,4,3,0,1,2017
9,1393,4,3,0,1,2017
10,1393,4,3,0,1,2017
1,1394,5,3,0,1,2017
2,1394,5,3,0,1,2017
3,1394,5,3,0,1,2017
4,1394,5,3,0,1,2017
5,1394,5,3,0,1,2017
6,1394,5,3,0,1,2017
7,1394,5,3,0,1,2017
8,1394,5,3,0,1,2017
9,1394,5,3,0,1,2017
10,1394,5,3,0,1,2017
1,1395,6,3,0,1,2017
2,1395,6,3,0,1,2017
3,1395,6,3,0,1,2017
4,1395,6,3,0,1,2017
5,1395,6,3,0,1,2017
6,1395,6,3,0,1,2017
7,1395,6,3,0,1,2017
8,1395,6,3,0,1,2017
9,1395,6,3,0,1,2017
10,1395,6,3,0,1,2017
4,1396,7,3,0,1,2017
6,1396,7,3,0,1,2017
1,1397,1,3,0,1,2017
2,1397,1,3,0,1,2017
3,1397,1,3,0,1,2017
4,1397,1,3,0,1,2017
5,1397,1,3,0,1,2017
6,1397,1,3,0,1,2017
7,1397,1,3,0,1,2017
8,1397,1,3,0,1,2017
9,1397,1,3,0,1,2017
10,1397,1,3,0,1,2017
1,1398,2,3,0,1,2017
2,1398,2,3,0,1,2017
3,1398,2,3,0,1,2017
4,1398,2,3,0,1,2017
5,1398,2,3,0,1,2017
6,1398,2,3,0,1,2017
7,1398,2,3,0,1,2017
8,1398,2,3,0,1,2017
9,1398,2,3,0,1,2017
10,1398,2,3,0,1,2017
1,1399,3,3,0,1,2017
2,1399,3,3,0,1,2017
3,1399,3,3,0,1,2017
4,1399,3,3,0,1,2017
5,1399,3,3,0,1,2017
6,1399,3,3,0,1,2017
7,1399,3,3,0,1,2017
8,1399,3,3,0,1,2017
9,1399,3,3,0,1,2017
10,1399,3,3,0,1,2017
1,1400,4,3,0,1,2017
2,1400,4,3,0,1,2017
3,1400,4,3,0,1,2017
4,1400,4,3,0,1,2017
5,1400,4,3,0,1,2017
6,1400,4,3,0,1,2017
7,1400,4,3,0,1,2017
8,1400,4,3,0,1,2017
9,1400,4,3,0,1,2017
10,1400,4,3,0,1,2017
1,1401,5,3,0,1,2017
2,1401,5,3,0,1,2017
3,1401,5,3,0,1,2017
4,1401,5,3,0,1,2017
5,1401,5,3,0,1,2017
6,1401,5,3,0,1,2017
7,1401,5,3,0,1,2017
8,1401,5,3,0,1,2017
9,1401,5,3,0,1,2017
10,1401,5,3,0,1,2017
1,1402,6,3,0,1,2017
3,1402,6,3,0,1,2017
4,1402,6,3,0,1,2017
5,1402,6,3,0,1,2017
6,1402,6,3,0,1,2017
7,1402,6,3,0,1,2017
8,1402,6,3,0,1,2017
9,1402,6,3,0,1,2017
10,1402,6,3,0,1,2017
1,1403,1,3,0,1,2017
2,1403,1,3,0,1,2017
3,1403,1,3,0,1,2017
4,1403,1,3,0,1,2017
5,1403,1,3,0,1,2017
6,1403,1,3,0,1,2017
7,1403,1,3,0,1,2017
8,1403,1,3,0,1,2017
9,1403,1,3,0,1,2017
10,1403,1,3,0,1,2017
1,1404,2,3,0,1,2017
2,1404,2,3,0,1,2017
3,1404,2,3,0,1,2017
4,1404,2,3,0,1,2017
5,1404,2,3,0,1,2017
6,1404,2,3,0,1,2017
7,1404,2,3,0,1,2017
8,1404,2,3,0,1,2017
9,1404,2,3,0,1,2017
10,1404,2,3,0,1,2017
1,1405,3,3,0,1,2017
2,1405,3,3,0,1,2017
3,1405,3,3,0,1,2017
4,1405,3,3,0,1,2017
5,1405,3,3,0,1,2017
6,1405,3,3,0,1,2017
7,1405,3,3,0,1,2017
8,1405,3,3,0,1,2017
9,1405,3,3,0,1,2017
10,1405,3,3,0,1,2017
1,1406,4,3,0,1,2017
2,1406,4,3,0,1,2017
3,1406,4,3,0,1,2017
4,1406,4,3,0,1,2017
5,1406,4,3,0,1,2017
6,1406,4,3,0,1,2017
7,1406,4,3,0,1,2017
8,1406,4,3,0,1,2017
9,1406,4,3,0,1,2017
10,1406,4,3,0,1,2017
1,1407,5,3,0,1,2017
2,1407,5,3,0,1,2017
3,1407,5,3,0,1,2017
4,1407,5,3,0,1,2017
5,1407,5,3,0,1,2017
6,1407,5,3,0,1,2017
7,1407,5,3,0,1,2017
8,1407,5,3,0,1,2017
9,1407,5,3,0,1,2017
10,1407,5,3,0,1,2017
1,1408,6,4,1,1,2017
2,1408,6,4,1,1,2017
3,1408,6,4,1,1,2017
4,1408,6,4,1,1,2017
5,1408,6,4,1,1,2017
6,1408,6,4,1,1,2017
7,1408,6,4,1,1,2017
8,1408,6,4,1,1,2017
9,1408,6,4,1,1,2017
10,1408,6,4,1,1,2017
6,1409,7,4,0,0,2017
8,1409,7,4,0,0,2017
9,1409,7,4,0,0,2017
10,1409,7,4,0,0,2017
9,1410,1,4,0,0,2017
1,1411,3,4,0,1,2017
2,1411,3,4,0,1,2017
3,1411,3,4,0,1,2017
4,1411,3,4,0,1,2017
5,1411,3,4,0,1,2017
6,1411,3,4,0,1,2017
7,1411,3,4,0,1,2017
8,1411,3,4,0,1,2017
9,1411,3,4,0,1,2017
10,1411,3,4,0,1,2017
1,1412,4,4,0,1,2017
2,1412,4,4,0,1,2017
3,1412,4,4,0,1,2017
4,1412,4,4,0,1,2017
5,1412,4,4,0,1,2017
6,1412,4,4,0,1,2017
7,1412,4,4,0,1,2017
8,1412,4,4,0,1,2017
9,1412,4,4,0,1,2017
10,1412,4,4,0,1,2017
1,1413,5,4,0,1,2017
2,1413,5,4,0,1,2017
3,1413,5,4,0,1,2017
4,1413,5,4,0,1,2017
5,1413,5,4,0,1,2017
6,1413,5,4,0,1,2017
7,1413,5,4,0,1,2017
8,1413,5,4,0,1,2017
9,1413,5,4,0,1,2017
10,1413,5,4,0,1,2017
1,1414,6,4,0,1,2017
2,1414,6,4,0,1,2017
3,1414,6,4,0,1,2017
5,1414,6,4,0,1,2017
6,1414,6,4,0,1,2017
7,1414,6,4,0,1,2017
8,1414,6,4,0,1,2017
9,1414,6,4,0,1,2017
10,1414,6,4,0,1,2017
3,1415,7,4,0,1,2017
6,1415,7,4,0,1,2017
9,1415,7,4,0,1,2017
1,1416,1,4,0,1,2017
2,1416,1,4,0,1,2017
3,1416,1,4,0,1,2017
4,1416,1,4,0,1,2017
5,1416,1,4,0,1,2017
6,1416,1,4,0,1,2017
7,1416,1,4,0,1,2017
8,1416,1,4,0,1,2017
9,1416,1,4,0,1,2017
10,1416,1,4,0,1,2017
1,1417,2,4,0,1,2017
2,1417,2,4,0,1,2017
3,1417,2,4,0,1,2017
4,1417,2,4,0,1,2017
5,1417,2,4,0,1,2017
6,1417,2,4,0,1,2017
7,1417,2,4,0,1,2017
8,1417,2,4,0,1,2017
9,1417,2,4,0,1,2017
10,1417,2,4,0,1,2017
1,1418,3,4,0,1,2017
2,1418,3,4,0,1,2017
3,1418,3,4,0,1,2017
4,1418,3,4,0,1,2017
5,1418,3,4,0,1,2017
6,1418,3,4,0,1,2017
7,1418,3,4,0,1,2017
8,1418,3,4,0,1,2017
9,1418,3,4,0,1,2017
10,1418,3,4,0,1,2017
1,1419,4,4,0,1,2017
2,1419,4,4,0,1,2017
3,1419,4,4,0,1,2017
4,1419,4,4,0,1,2017
5,1419,4,4,0,1,2017
6,1419,4,4,0,1,2017
7,1419,4,4,0,1,2017
8,1419,4,4,0,1,2017
9,1419,4,4,0,1,2017
10,1419,4,4,0,1,2017
1,1420,5,4,0,1,2017
2,1420,5,4,0,1,2017
3,1420,5,4,0,1,2017
4,1420,5,4,0,1,2017
5,1420,5,4,0,1,2017
6,1420,5,4,0,1,2017
7,1420,5,4,0,1,2017
8,1420,5,4,0,1,2017
9,1420,5,4,0,1,2017
10,1420,5,4,0,1,2017
1,1421,6,4,0,1,2017
2,1421,6,4,0,1,2017
3,1421,6,4,0,1,2017
4,1421,6,4,0,1,2017
5,1421,6,4,0,1,2017
6,1421,6,4,0,1,2017
7,1421,6,4,0,1,2017
8,1421,6,4,0,1,2017
9,1421,6,4,0,1,2017
10,1421,6,4,0,1,2017
1,1422,1,4,0,1,2017
2,1422,1,4,0,1,2017
3,1422,1,4,0,1,2017
4,1422,1,4,0,1,2017
5,1422,1,4,0,1,2017
6,1422,1,4,0,1,2017
7,1422,1,4,0,1,2017
8,1422,1,4,0,1,2017
9,1422,1,4,0,1,2017
10,1422,1,4,0,1,2017
1,1423,2,4,0,1,2017
2,1423,2,4,0,1,2017
3,1423,2,4,0,1,2017
4,1423,2,4,0,1,2017
5,1423,2,4,0,1,2017
6,1423,2,4,0,1,2017
7,1423,2,4,0,1,2017
8,1423,2,4,0,1,2017
9,1423,2,4,0,1,2017
10,1423,2,4,0,1,2017
1,1424,3,4,0,1,2017
2,1424,3,4,0,1,2017
3,1424,3,4,0,1,2017
4,1424,3,4,0,1,2017
5,1424,3,4,0,1,2017
6,1424,3,4,0,1,2017
7,1424,3,4,0,1,2017
8,1424,3,4,0,1,2017
9,1424,3,4,0,1,2017
10,1424,3,4,0,1,2017
1,1425,4,4,0,1,2017
2,1425,4,4,0,1,2017
3,1425,4,4,0,1,2017
4,1425,4,4,0,1,2017
5,1425,4,4,0,1,2017
6,1425,4,4,0,1,2017
7,1425,4,4,0,1,2017
8,1425,4,4,0,1,2017
9,1425,4,4,0,1,2017
10,1425,4,4,0,1,2017
1,1426,5,4,0,1,2017
2,1426,5,4,0,1,2017
3,1426,5,4,0,1,2017
4,1426,5,4,0,1,2017
5,1426,5,4,0,1,2017
6,1426,5,4,0,1,2017
7,1426,5,4,0,1,2017
8,1426,5,4,0,1,2017
9,1426,5,4,0,1,2017
10,1426,5,4,0,1,2017
2,1427,6,4,0,1,2017
3,1427,6,4,0,1,2017
4,1427,6,4,0,1,2017
6,1427,6,4,0,1,2017
8,1427,6,4,0,1,2017
9,1427,6,4,0,1,2017
10,1427,6,4,0,1,2017
1,1428,7,4,0,1,2017
2,1428,7,4,0,1,2017
4,1428,7,4,0,1,2017
9,1428,7,4,0,1,2017
10,1428,7,4,0,1,2017
1,1429,1,4,0,1,2017
2,1429,1,4,0,1,2017
3,1429,1,4,0,1,2017
4,1429,1,4,0,1,2017
5,1429,1,4,0,1,2017
6,1429,1,4,0,1,2017
7,1429,1,4,0,1,2017
8,1429,1,4,0,1,2017
9,1429,1,4,0,1,2017
10,1429,1,4,0,1,2017
1,1430,2,4,0,1,2017
2,1430,2,4,0,1,2017
3,1430,2,4,0,1,2017
4,1430,2,4,0,1,2017
5,1430,2,4,0,1,2017
6,1430,2,4,0,1,2017
7,1430,2,4,0,1,2017
8,1430,2,4,0,1,2017
9,1430,2,4,0,1,2017
10,1430,2,4,0,1,2017
1,1431,3,4,0,1,2017
2,1431,3,4,0,1,2017
3,1431,3,4,0,1,2017
4,1431,3,4,0,1,2017
5,1431,3,4,0,1,2017
6,1431,3,4,0,1,2017
7,1431,3,4,0,1,2017
8,1431,3,4,0,1,2017
9,1431,3,4,0,1,2017
10,1431,3,4,0,1,2017
1,1432,4,4,0,1,2017
2,1432,4,4,0,1,2017
3,1432,4,4,0,1,2017
4,1432,4,4,0,1,2017
5,1432,4,4,0,1,2017
6,1432,4,4,0,1,2017
7,1432,4,4,0,1,2017
8,1432,4,4,0,1,2017
9,1432,4,4,0,1,2017
10,1432,4,4,0,1,2017
1,1433,5,4,0,1,2017
2,1433,5,4,0,1,2017
3,1433,5,4,0,1,2017
4,1433,5,4,0,1,2017
5,1433,5,4,0,1,2017
6,1433,5,4,0,1,2017
7,1433,5,4,0,1,2017
8,1433,5,4,0,1,2017
9,1433,5,4,0,1,2017
10,1433,5,4,0,1,2017
1,1434,6,4,0,0,2017
3,1434,6,4,0,0,2017
4,1434,6,4,0,0,2017
5,1434,6,4,0,0,2017
6,1434,6,4,0,0,2017
7,1434,6,4,0,0,2017
8,1434,6,4,0,0,2017
9,1434,6,4,0,0,2017
10,1434,6,4,0,0,2017
4,1435,7,4,0,0,2017
3,1436,1,5,0,0,2017
4,1436,1,5,0,0,2017
6,1436,1,5,0,0,2017
7,1436,1,5,0,0,2017
9,1436,1,5,0,0,2017
10,1436,1,5,0,0,2017
1,1437,2,5,0,1,2017
2,1437,2,5,0,1,2017
3,1437,2,5,0,1,2017
4,1437,2,5,0,1,2017
5,1437,2,5,0,1,2017
6,1437,2,5,0,1,2017
7,1437,2,5,0,1,2017
8,1437,2,5,0,1,2017
9,1437,2,5,0,1,2017
10,1437,2,5,0,1,2017
1,1438,3,5,0,1,2017
2,1438,3,5,0,1,2017
3,1438,3,5,0,1,2017
4,1438,3,5,0,1,2017
5,1438,3,5,0,1,2017
6,1438,3,5,0,1,2017
7,1438,3,5,0,1,2017
8,1438,3,5,0,1,2017
9,1438,3,5,0,1,2017
10,1438,3,5,0,1,2017
1,1439,4,5,0,1,2017
2,1439,4,5,0,1,2017
3,1439,4,5,0,1,2017
4,1439,4,5,0,1,2017
5,1439,4,5,0,1,2017
6,1439,4,5,0,1,2017
7,1439,4,5,0,1,2017
8,1439,4,5,0,1,2017
9,1439,4,5,0,1,2017
10,1439,4,5,0,1,2017
1,1440,5,5,0,1,2017
2,1440,5,5,0,1,2017
3,1440,5,5,0,1,2017
4,1440,5,5,0,1,2017
5,1440,5,5,0,1,2017
6,1440,5,5,0,1,2017
7,1440,5,5,0,1,2017
8,1440,5,5,0,1,2017
9,1440,5,5,0,1,2017
10,1440,5,5,0,1,2017
1,1441,6,5,0,1,2017
2,1441,6,5,0,1,2017
3,1441,6,5,0,1,2017
4,1441,6,5,0,1,2017
5,1441,6,5,0,1,2017
6,1441,6,5,0,1,2017
7,1441,6,5,0,1,2017
8,1441,6,5,0,1,2017
9,1441,6,5,0,1,2017
10,1441,6,5,0,1,2017
6,1442,7,5,0,1,2017
8,1442,7,5,0,1,2017
9,1442,7,5,0,1,2017
1,1443,1,5,0,1,2017
2,1443,1,5,0,1,2017
3,1443,1,5,0,1,2017
4,1443,1,5,0,1,2017
5,1443,1,5,0,1,2017
6,1443,1,5,0,1,2017
7,1443,1,5,0,1,2017
8,1443,1,5,0,1,2017
9,1443,1,5,0,1,2017
10,1443,1,5,0,1,2017
1,1444,2,5,0,1,2017
2,1444,2,5,0,1,2017
3,1444,2,5,0,1,2017
4,1444,2,5,0,1,2017
5,1444,2,5,0,1,2017
6,1444,2,5,0,1,2017
