date,day_of_week,brand,cnt,workday,tiaoxiu,month,year
286,1,8,76,1,0,11,2013
286,1,9,319,1,0,11,2013
286,1,10,453,1,0,11,2013
287,2,1,312,1,0,11,2013
287,2,2,232,1,0,11,2013
287,2,3,359,1,0,11,2013
287,2,4,479,1,0,11,2013
287,2,6,255,1,0,11,2013
287,2,7,386,1,0,11,2013
287,2,8,127,1,0,11,2013
287,2,9,353,1,0,11,2013
287,2,10,515,1,0,11,2013
288,3,1,320,1,0,11,2013
288,3,2,217,1,0,11,2013
288,3,3,183,1,0,11,2013
288,3,4,386,1,0,11,2013
288,3,6,194,1,0,11,2013
288,3,7,240,1,0,11,2013
288,3,9,372,1,0,11,2013
288,3,10,625,1,0,11,2013
289,4,1,114,1,0,11,2013
289,4,2,195,1,0,11,2013
289,4,3,120,1,0,11,2013
289,4,4,287,1,0,11,2013
289,4,6,96,1,0,11,2013
289,4,7,142,1,0,11,2013
289,4,9,338,1,0,11,2013
289,4,10,321,1,0,11,2013
290,5,1,399,1,0,11,2013
290,5,2,239,1,0,11,2013
290,5,3,183,1,0,11,2013
290,5,4,540,1,0,11,2013
290,5,6,247,1,0,11,2013
290,5,7,309,1,0,11,2013
290,5,8,51,1,0,11,2013
290,5,9,307,1,0,11,2013
290,5,10,597,1,0,11,2013
291,6,1,62,1,0,11,2013
291,6,2,33,1,0,11,2013
291,6,4,65,1,0,11,2013
291,6,6,36,1,0,11,2013
291,6,9,46,1,0,11,2013
291,6,10,51,1,0,11,2013
292,7,6,5,1,0,11,2013
292,7,7,28,1,0,11,2013
293,1,1,324,1,0,11,2013
293,1,2,265,1,0,11,2013
293,1,3,209,1,0,11,2013
293,1,4,470,1,0,11,2013
293,1,6,171,1,0,11,2013
293,1,7,180,1,0,11,2013
293,1,8,25,1,0,11,2013
293,1,9,258,1,0,11,2013
293,1,10,474,1,0,11,2013
294,2,1,312,1,0,11,2013
294,2,2,99,1,0,11,2013
294,2,3,196,1,0,11,2013
294,2,4,784,1,0,11,2013
294,2,6,184,1,0,11,2013
294,2,7,418,1,0,11,2013
294,2,8,63,1,0,11,2013
294,2,9,614,1,0,11,2013
294,2,10,515,1,0,11,2013
295,3,1,378,1,0,11,2013
295,3,2,402,1,0,11,2013
295,3,3,122,1,0,11,2013
295,3,4,447,1,0,11,2013
295,3,6,255,1,0,11,2013
295,3,7,330,1,0,11,2013
295,3,9,458,1,0,11,2013
295,3,10,505,1,0,11,2013
296,4,1,274,1,0,11,2013
296,4,2,170,1,0,11,2013
296,4,3,216,1,0,11,2013
296,4,4,160,1,0,11,2013
296,4,6,139,1,0,11,2013
296,4,7,236,1,0,11,2013
296,4,8,46,1,0,11,2013
296,4,9,259,1,0,11,2013
296,4,10,321,1,0,11,2013
297,5,1,274,1,0,11,2013
297,5,2,159,1,0,11,2013
297,5,3,183,1,0,11,2013
297,5,4,523,1,0,11,2013
297,5,6,185,1,0,11,2013
297,5,7,257,1,0,11,2013
297,5,8,51,1,0,11,2013
297,5,9,430,1,0,11,2013
297,5,10,474,1,0,11,2013
298,6,1,62,1,0,11,2013
298,6,2,33,1,0,11,2013
298,6,4,65,1,0,11,2013
298,6,6,18,1,0,11,2013
298,6,9,15,1,0,11,2013
299,1,1,200,1,0,11,2013
299,1,2,265,1,0,11,2013
299,1,3,183,1,0,11,2013
299,1,4,523,1,0,11,2013
299,1,6,238,1,0,11,2013
299,1,7,232,1,0,11,2013
299,1,8,51,1,0,11,2013
299,1,9,381,1,0,11,2013
299,1,10,556,1,0,11,2013
300,2,1,374,1,0,11,2013
300,2,2,298,1,0,11,2013
300,2,3,196,1,0,11,2013
300,2,4,261,1,0,11,2013
300,2,6,226,1,0,11,2013
300,2,7,161,1,0,11,2013
300,2,9,399,1,0,11,2013
300,2,10,721,1,0,11,2013
301,3,1,378,1,0,11,2013
301,3,2,340,1,0,11,2013
301,3,3,152,1,0,11,2013
301,3,4,305,1,0,11,2013
301,3,6,222,1,0,11,2013
301,3,7,180,1,0,11,2013
301,3,9,301,1,0,11,2013
301,3,10,529,1,0,11,2013
302,4,1,206,1,0,11,2013
302,4,2,97,1,0,11,2013
302,4,3,168,1,0,11,2013
302,4,4,176,1,0,11,2013
302,4,6,179,1,0,11,2013
302,4,7,71,1,0,11,2013
302,4,9,338,1,0,11,2013
302,4,10,585,1,0,11,2013
303,5,1,299,1,0,11,2013
303,5,2,159,1,0,11,2013
303,5,3,209,1,0,11,2013
303,5,4,383,1,0,11,2013
303,5,6,166,1,0,11,2013
303,5,7,309,1,0,11,2013
303,5,9,270,1,0,11,2013
303,5,10,432,1,0,11,2013
304,6,1,62,1,0,11,2013
304,6,3,131,1,0,11,2013
304,6,4,22,1,0,11,2013
304,6,6,30,1,0,11,2013
304,6,9,61,1,0,11,2013
304,6,10,51,1,0,11,2013
305,7,10,22,1,0,11,2013
306,1,1,374,1,0,11,2013
306,1,2,265,1,0,11,2013
306,1,3,78,1,0,11,2013
306,1,4,453,1,0,11,2013
306,1,6,157,1,0,11,2013
306,1,7,129,1,0,11,2013
306,1,9,442,1,0,11,2013
306,1,10,494,1,0,11,2013
307,2,1,561,1,0,11,2013
307,2,2,199,1,0,11,2013
307,2,3,261,1,0,11,2013
307,2,4,675,1,0,11,2013
307,2,6,238,1,0,11,2013
307,2,7,257,1,0,11,2013
307,2,8,63,1,0,11,2013
307,2,9,445,1,0,11,2013
307,2,10,386,1,0,11,2013
308,3,1,291,1,0,11,2013
308,3,2,124,1,0,11,2013
308,3,3,152,1,0,11,2013
308,3,4,488,1,0,11,2013
308,3,6,177,1,0,11,2013
308,3,7,210,1,0,11,2013
308,3,9,415,1,0,11,2013
308,3,10,384,1,0,11,2013
309,4,1,389,1,0,11,2013
309,4,2,219,1,0,11,2013
309,4,3,264,1,0,11,2013
309,4,4,351,1,0,11,2013
309,4,6,205,1,0,11,2013
309,4,7,118,1,0,11,2013
309,4,8,23,1,0,11,2013
309,4,9,383,1,0,11,2013
309,4,10,585,1,0,11,2013
310,5,1,225,1,0,11,2013
310,5,2,345,1,0,11,2013
310,5,3,235,1,0,11,2013
310,5,4,418,1,0,11,2013
310,5,6,214,1,0,11,2013
310,5,7,154,1,0,11,2013
310,5,8,25,1,0,11,2013
310,5,9,344,1,0,11,2013
310,5,10,494,1,0,11,2013
311,6,1,62,1,0,11,2013
311,6,2,66,1,0,11,2013
311,6,3,65,1,0,11,2013
311,6,4,65,1,0,11,2013
311,6,6,202,1,0,11,2013
311,6,7,193,1,0,11,2013
311,6,9,138,1,0,11,2013
311,6,10,335,1,0,11,2013
312,7,2,57,1,0,12,2013
312,7,3,28,1,0,12,2013
312,7,6,5,1,0,12,2013
312,7,9,13,1,0,12,2013
313,1,1,324,1,0,12,2013
313,1,2,371,1,0,12,2013
313,1,3,314,1,0,12,2013
313,1,4,505,1,0,12,2013
313,1,6,299,1,0,12,2013
313,1,7,335,1,0,12,2013
313,1,9,577,1,0,12,2013
313,1,10,700,1,0,12,2013
314,2,1,343,1,0,12,2013
314,2,2,133,1,0,12,2013
314,2,3,163,1,0,12,2013
314,2,4,588,1,0,12,2013
314,2,6,178,1,0,12,2013
314,2,7,322,1,0,12,2013
314,2,8,95,1,0,12,2013
314,2,9,368,1,0,12,2013
314,2,10,463,1,0,12,2013
315,3,1,262,1,0,12,2013
315,3,2,279,1,0,12,2013
315,3,3,274,1,0,12,2013
315,3,4,508,1,0,12,2013
315,3,6,227,1,0,12,2013
315,3,7,150,1,0,12,2013
315,3,9,372,1,0,12,2013
315,3,10,480,1,0,12,2013
316,4,1,114,1,0,12,2013
316,4,2,170,1,0,12,2013
316,4,3,96,1,0,12,2013
316,4,4,192,1,0,12,2013
316,4,6,144,1,0,12,2013
316,4,7,212,1,0,12,2013
316,4,8,46,1,0,12,2013
316,4,9,293,1,0,12,2013
316,4,10,415,1,0,12,2013
317,5,1,299,1,0,12,2013
317,5,2,345,1,0,12,2013
317,5,3,209,1,0,12,2013
317,5,4,227,1,0,12,2013
317,5,6,176,1,0,12,2013
317,5,7,154,1,0,12,2013
317,5,8,51,1,0,12,2013
317,5,9,516,1,0,12,2013
317,5,10,556,1,0,12,2013
318,6,1,94,1,0,12,2013
318,6,2,33,1,0,12,2013
318,6,3,33,1,0,12,2013
318,6,4,131,1,0,12,2013
318,6,6,48,1,0,12,2013
318,6,7,32,1,0,12,2013
318,6,9,15,1,0,12,2013
318,6,10,103,1,0,12,2013
319,7,6,5,1,0,12,2013
320,1,1,374,1,0,12,2013
320,1,2,212,1,0,12,2013
320,1,3,366,1,0,12,2013
320,1,4,453,1,0,12,2013
320,1,6,185,1,0,12,2013
320,1,7,257,1,0,12,2013
320,1,9,491,1,0,12,2013
320,1,10,494,1,0,12,2013
321,2,1,374,1,0,12,2013
321,2,2,133,1,0,12,2013
321,2,3,229,1,0,12,2013
321,2,4,544,1,0,12,2013
321,2,6,226,1,0,12,2013
321,2,7,354,1,0,12,2013
321,2,8,95,1,0,12,2013
321,2,9,644,1,0,12,2013
321,2,10,541,1,0,12,2013
322,3,1,320,1,0,12,2013
322,3,2,681,1,0,12,2013
322,3,3,579,1,0,12,2013
322,3,4,447,1,0,12,2013
322,3,6,399,1,0,12,2013
322,3,7,571,1,0,12,2013
322,3,9,874,1,0,12,2013
322,3,10,961,1,0,12,2013
323,4,1,229,1,0,12,2013
323,4,2,170,1,0,12,2013
323,4,3,192,1,0,12,2013
323,4,4,272,1,0,12,2013
323,4,6,227,1,0,12,2013
323,4,7,118,1,0,12,2013
323,4,8,23,1,0,12,2013
323,4,9,495,1,0,12,2013
323,4,10,472,1,0,12,2013
324,5,1,399,1,0,12,2013
324,5,2,292,1,0,12,2013
324,5,3,235,1,0,12,2013
324,5,4,366,1,0,12,2013
324,5,6,266,1,0,12,2013
324,5,7,257,1,0,12,2013
324,5,8,25,1,0,12,2013
324,5,9,405,1,0,12,2013
324,5,10,391,1,0,12,2013
325,6,1,31,1,0,12,2013
325,6,2,66,1,0,12,2013
325,6,3,65,1,0,12,2013
325,6,4,65,1,0,12,2013
325,6,6,24,1,0,12,2013
325,6,7,64,1,0,12,2013
325,6,9,92,1,0,12,2013
325,6,10,51,1,0,12,2013
326,1,1,274,1,0,12,2013
326,1,2,212,1,0,12,2013
326,1,3,52,1,0,12,2013
326,1,4,592,1,0,12,2013
326,1,6,128,1,0,12,2013
326,1,7,103,1,0,12,2013
326,1,8,76,1,0,12,2013
326,1,9,626,1,0,12,2013
326,1,10,659,1,0,12,2013
327,2,1,187,1,0,12,2013
327,2,2,232,1,0,12,2013
327,2,3,131,1,0,12,2013
327,2,4,436,1,0,12,2013
327,2,6,113,1,0,12,2013
327,2,7,257,1,0,12,2013
327,2,9,522,1,0,12,2013
327,2,10,515,1,0,12,2013
328,3,1,320,1,0,12,2013
328,3,2,340,1,0,12,2013
328,3,3,152,1,0,12,2013
328,3,4,630,1,0,12,2013
328,3,6,194,1,0,12,2013
328,3,7,120,1,0,12,2013
328,3,8,30,1,0,12,2013
328,3,9,730,1,0,12,2013
328,3,10,529,1,0,12,2013
329,4,1,274,1,0,12,2013
329,4,2,268,1,0,12,2013
329,4,3,144,1,0,12,2013
329,4,4,351,1,0,12,2013
329,4,6,83,1,0,12,2013
329,4,7,118,1,0,12,2013
329,4,8,46,1,0,12,2013
329,4,9,326,1,0,12,2013
329,4,10,359,1,0,12,2013
330,5,1,175,1,0,12,2013
330,5,2,239,1,0,12,2013
330,5,3,209,1,0,12,2013
330,5,4,488,1,0,12,2013
330,5,6,147,1,0,12,2013
330,5,7,103,1,0,12,2013
330,5,8,25,1,0,12,2013
330,5,9,565,1,0,12,2013
330,5,10,659,1,0,12,2013
331,6,4,44,1,0,12,2013
331,6,6,30,1,0,12,2013
331,6,9,92,1,0,12,2013
331,6,10,103,1,0,12,2013
332,7,6,10,1,0,12,2013
333,1,1,524,1,0,12,2013
333,1,2,345,1,0,12,2013
333,1,3,340,1,0,12,2013
333,1,4,401,1,0,12,2013
333,1,6,190,1,0,12,2013
333,1,7,77,1,0,12,2013
333,1,8,25,1,0,12,2013
333,1,9,798,1,0,12,2013
333,1,10,309,1,0,12,2013
334,2,1,281,1,0,12,2013
334,2,2,464,1,0,12,2013
334,2,3,294,1,0,12,2013
334,2,4,457,1,0,12,2013
334,2,6,172,1,0,12,2013
334,2,7,97,1,0,12,2013
334,2,8,63,1,0,12,2013
334,2,9,813,1,0,12,2013
334,2,10,489,1,0,12,2013
335,3,1,233,1,0,12,2013
335,3,2,495,1,0,12,2013
335,3,3,152,1,0,12,2013
335,3,4,366,1,0,12,2013
335,3,6,238,1,0,12,2013
335,3,7,90,1,0,12,2013
335,3,8,30,1,0,12,2013
335,3,9,816,1,0,12,2013
335,3,10,432,1,0,12,2013
336,4,1,206,1,0,12,2013
336,4,2,389,1,0,12,2013
336,4,3,120,1,0,12,2013
336,4,4,256,1,0,12,2013
336,4,6,148,1,0,12,2013
336,4,7,142,1,0,12,2013
336,4,9,810,1,0,12,2013
336,4,10,472,1,0,12,2013
337,5,1,150,1,0,12,2013
337,5,2,1088,1,0,12,2013
337,5,3,105,1,0,12,2013
337,5,4,366,1,0,12,2013
337,5,6,185,1,0,12,2013
337,5,7,206,1,0,12,2013
337,5,9,872,1,0,12,2013
337,5,10,577,1,0,12,2013
338,6,1,31,1,0,12,2013
338,6,2,564,1,0,12,2013
338,6,3,65,1,0,12,2013
338,6,4,109,1,0,12,2013
338,6,6,42,1,0,12,2013
338,6,7,32,1,0,12,2013
338,6,9,292,1,0,12,2013
339,1,1,474,1,0,12,2013
339,1,2,1884,1,0,12,2013
339,1,3,235,1,0,12,2013
339,1,4,383,1,0,12,2013
339,1,6,57,1,0,12,2013
339,1,7,154,1,0,12,2013
339,1,9,884,1,0,12,2013
339,1,10,453,1,0,12,2013
340,2,1,343,1,0,12,2013
340,2,2,531,1,0,12,2013
340,2,3,229,1,0,12,2013
340,2,4,327,1,0,12,2013
340,2,6,59,1,0,12,2013
340,2,7,97,1,0,12,2013
340,2,9,1151,1,0,12,2013
340,2,10,257,1,0,12,2013
341,3,6,5,0,0,1,2014
341,3,9,14,0,0,1,2014
342,4,1,554,1,0,1,2014
342,4,2,354,1,0,1,2014
342,4,3,395,1,0,1,2014
342,4,4,1084,1,0,1,2014
342,4,6,321,1,0,1,2014
342,4,7,275,1,0,1,2014
342,4,8,113,1,0,1,2014
342,4,9,698,1,0,1,2014
342,4,10,1080,1,0,1,2014
343,5,1,556,1,0,1,2014
343,5,2,232,1,0,1,2014
343,5,3,456,1,0,1,2014
343,5,4,1453,1,0,1,2014
343,5,6,263,1,0,1,2014
343,5,7,275,1,0,1,2014
343,5,8,74,1,0,1,2014
343,5,9,476,1,0,1,2014
343,5,10,978,1,0,1,2014
344,6,1,181,1,0,1,2014
344,6,2,193,1,0,1,2014
344,6,3,285,1,0,1,2014
344,6,4,232,1,0,1,2014
344,6,6,104,1,0,1,2014
344,6,7,187,1,0,1,2014
344,6,8,31,1,0,1,2014
344,6,9,119,1,0,1,2014
344,6,10,275,1,0,1,2014
345,7,6,5,1,0,1,2014
346,1,1,774,1,0,1,2014
346,1,2,283,1,0,1,2014
346,1,3,684,1,0,1,2014
346,1,4,1436,1,0,1,2014
346,1,6,364,1,0,1,2014
346,1,7,324,1,0,1,2014
346,1,8,147,1,0,1,2014
346,1,9,655,1,0,1,2014
346,1,10,1258,1,0,1,2014
347,2,1,544,1,0,1,2014
347,2,2,515,1,0,1,2014
347,2,3,570,1,0,1,2014
347,2,4,993,1,0,1,2014
347,2,6,564,1,0,1,2014
347,2,7,1123,1,0,1,2014
347,2,8,92,1,0,1,2014
347,2,9,804,1,0,1,2014
347,2,10,1448,1,0,1,2014
348,3,1,339,1,0,1,2014
348,3,2,330,1,0,1,2014
348,3,3,591,1,0,1,2014
348,3,4,1064,1,0,1,2014
348,3,6,446,1,0,1,2014
348,3,7,379,1,0,1,2014
348,3,8,143,1,0,1,2014
348,3,9,583,1,0,1,2014
348,3,10,745,1,0,1,2014
349,4,1,444,1,0,1,2014
349,4,2,118,1,0,1,2014
349,4,3,209,1,0,1,2014
349,4,4,635,1,0,1,2014
349,4,6,232,1,0,1,2014
349,4,7,92,1,0,1,2014
349,4,8,23,1,0,1,2014
349,4,9,447,1,0,1,2014
349,4,10,494,1,0,1,2014
350,5,1,387,1,0,1,2014
350,5,2,103,1,0,1,2014
350,5,3,482,1,0,1,2014
350,5,4,828,1,0,1,2014
350,5,6,300,1,0,1,2014
350,5,7,150,1,0,1,2014
350,5,8,123,1,0,1,2014
350,5,9,643,1,0,1,2014
350,5,10,719,1,0,1,2014
351,6,2,64,1,0,1,2014
351,6,3,127,1,0,1,2014
351,6,4,127,1,0,1,2014
351,6,6,46,1,0,1,2014
351,6,7,31,1,0,1,2014
351,6,9,119,1,0,1,2014
351,6,10,25,1,0,1,2014
352,1,1,266,1,0,1,2014
352,1,2,257,1,0,1,2014
352,1,3,253,1,0,1,2014
352,1,4,777,1,0,1,2014
352,1,6,276,1,0,1,2014
352,1,7,324,1,0,1,2014
352,1,8,74,1,0,1,2014
352,1,9,905,1,0,1,2014
352,1,10,639,1,0,1,2014
353,2,1,484,1,0,1,2014
353,2,2,161,1,0,1,2014
353,2,3,222,1,0,1,2014
353,2,4,739,1,0,1,2014
353,2,6,248,1,0,1,2014
353,2,7,187,1,0,1,2014
353,2,9,684,1,0,1,2014
353,2,10,599,1,0,1,2014
354,3,1,903,1,0,1,2014
354,3,2,210,1,0,1,2014
354,3,3,296,1,0,1,2014
354,3,4,611,1,0,1,2014
354,3,6,215,1,0,1,2014
354,3,7,175,1,0,1,2014
354,3,8,57,1,0,1,2014
354,3,9,528,1,0,1,2014
354,3,10,792,1,0,1,2014
355,4,1,399,1,0,1,2014
355,4,2,236,1,0,1,2014
355,4,3,139,1,0,1,2014
355,4,4,743,1,0,1,2014
355,4,6,266,1,0,1,2014
355,4,7,320,1,0,1,2014
355,4,9,622,1,0,1,2014
355,4,10,494,1,0,1,2014
356,5,1,605,1,0,1,2014
356,5,2,206,1,0,1,2014
356,5,3,406,1,0,1,2014
356,5,4,541,1,0,1,2014
356,5,6,378,1,0,1,2014
356,5,7,549,1,0,1,2014
356,5,8,49,1,0,1,2014
356,5,9,833,1,0,1,2014
356,5,10,679,1,0,1,2014
357,6,1,30,1,0,1,2014
357,6,3,63,1,0,1,2014
357,6,4,106,1,0,1,2014
357,6,6,46,1,0,1,2014
357,6,7,94,1,0,1,2014
357,6,9,208,1,0,1,2014
357,6,10,150,1,0,1,2014
358,7,9,13,1,0,1,2014
359,1,1,677,1,0,1,2014
359,1,2,180,1,0,1,2014
359,1,3,380,1,0,1,2014
359,1,4,912,1,0,1,2014
359,1,6,244,1,0,1,2014
359,1,7,125,1,0,1,2014
359,1,8,25,1,0,1,2014
359,1,9,869,1,0,1,2014
359,1,10,919,1,0,1,2014
360,2,1,393,1,0,1,2014
360,2,2,225,1,0,1,2014
360,2,3,348,1,0,1,2014
360,2,4,739,1,0,1,2014
360,2,6,328,1,0,1,2014
360,2,7,218,1,0,1,2014
360,2,8,92,1,0,1,2014
360,2,9,908,1,0,1,2014
360,2,10,924,1,0,1,2014
361,3,1,480,1,0,1,2014
361,3,2,420,1,0,1,2014
361,3,3,384,1,0,1,2014
361,3,4,966,1,0,1,2014
361,3,6,312,1,0,1,2014
361,3,7,291,1,0,1,2014
361,3,8,29,1,0,1,2014
361,3,9,778,1,0,1,2014
361,3,10,745,1,0,1,2014
362,4,1,577,1,0,1,2014
362,4,2,259,1,0,1,2014
362,4,3,302,1,0,1,2014
362,4,4,589,1,0,1,2014
362,4,6,220,1,0,1,2014
362,4,7,252,1,0,1,2014
362,4,9,786,1,0,1,2014
362,4,10,531,1,0,1,2014
363,5,1,508,1,0,1,2014
363,5,2,386,1,0,1,2014
363,5,3,406,1,0,1,2014
363,5,4,794,1,0,1,2014
363,5,6,429,1,0,1,2014
363,5,7,724,1,0,1,2014
363,5,8,25,1,0,1,2014
363,5,9,1131,1,0,1,2014
363,5,10,919,1,0,1,2014
364,6,1,91,1,0,1,2014
364,6,2,96,1,0,1,2014
364,6,3,127,1,0,1,2014
364,6,4,42,1,0,1,2014
364,6,6,75,1,0,1,2014
364,6,7,31,1,0,1,2014
364,6,9,149,1,0,1,2014
364,6,10,75,1,0,1,2014
365,7,1,367,1,1,1,2014
365,7,2,139,1,1,1,2014
365,7,3,275,1,1,1,2014
365,7,4,311,1,1,1,2014
365,7,6,140,1,1,1,2014
365,7,7,108,1,1,1,2014
365,7,8,27,1,1,1,2014
365,7,9,503,1,1,1,2014
365,7,10,627,1,1,1,2014
366,1,1,919,1,0,1,2014
366,1,2,643,1,0,1,2014
366,1,3,329,1,0,1,2014
366,1,4,895,1,0,1,2014
366,1,6,304,1,0,1,2014
366,1,7,200,1,0,1,2014
366,1,8,74,1,0,1,2014
366,1,9,976,1,0,1,2014
366,1,10,899,1,0,1,2014
367,2,1,696,1,0,1,2014
367,2,2,804,1,0,1,2014
367,2,3,348,1,0,1,2014
367,2,4,1119,1,0,1,2014
367,2,6,294,1,0,1,2014
367,2,7,250,1,0,1,2014
367,2,8,31,1,0,1,2014
367,2,9,759,1,0,1,2014
367,2,10,998,1,0,1,2014
368,3,1,254,1,0,1,2014
368,3,2,360,1,0,1,2014
368,3,3,177,1,0,1,2014
368,3,4,394,1,0,1,2014
368,3,6,145,1,0,1,2014
368,3,7,58,1,0,1,2014
368,3,8,57,1,0,1,2014
368,3,9,681,1,0,1,2014
368,3,10,629,1,0,1,2014
369,4,1,22,1,0,1,2014
369,4,2,24,1,0,1,2014
369,4,3,70,1,0,1,2014
369,4,4,77,1,0,1,2014
369,4,6,4,1,0,1,2014
369,4,7,46,1,0,1,2014
369,4,9,55,1,0,1,2014
369,4,10,55,1,0,1,2014
370,6,7,31,0,0,2,2014
371,3,6,5,0,0,2,2014
371,3,10,23,0,0,2,2014
372,4,2,24,0,0,2,2014
373,5,1,919,1,0,2,2014
373,5,2,412,1,0,2,2014
373,5,3,355,1,0,2,2014
373,5,4,1081,1,0,2,2014
373,5,6,221,1,0,2,2014
373,5,7,225,1,0,2,2014
373,5,8,74,1,0,2,2014
373,5,9,786,1,0,2,2014
373,5,10,1198,1,0,2,2014
374,6,1,665,1,1,2,2014
374,6,2,322,1,1,2,2014
374,6,3,317,1,1,2,2014
374,6,4,993,1,1,2,2014
374,6,6,276,1,1,2,2014
374,6,7,250,1,1,2,2014
374,6,9,610,1,1,2,2014
374,6,10,599,1,1,2,2014
375,7,6,10,1,0,2,2014
376,1,1,1113,1,0,2,2014
376,1,2,309,1,0,2,2014
376,1,3,253,1,0,2,2014
376,1,4,1064,1,0,2,2014
376,1,6,253,1,0,2,2014
376,1,7,324,1,0,2,2014
376,1,8,98,1,0,2,2014
376,1,9,809,1,0,2,2014
376,1,10,599,1,0,2,2014
377,2,1,937,1,0,2,2014
377,2,2,225,1,0,2,2014
377,2,3,317,1,0,2,2014
377,2,4,824,1,0,2,2014
377,2,6,236,1,0,2,2014
377,2,7,218,1,0,2,2014
377,2,8,92,1,0,2,2014
377,2,9,446,1,0,2,2014
377,2,10,499,1,0,2,2014
378,3,1,621,1,0,2,2014
378,3,2,210,1,0,2,2014
378,3,3,266,1,0,2,2014
378,3,4,769,1,0,2,2014
378,3,6,177,1,0,2,2014
378,3,7,349,1,0,2,2014
378,3,8,115,1,0,2,2014
378,3,9,347,1,0,2,2014
378,3,10,396,1,0,2,2014
379,4,1,288,1,0,2,2014
379,4,2,165,1,0,2,2014
379,4,3,116,1,0,2,2014
379,4,4,589,1,0,2,2014
379,4,6,97,1,0,2,2014
379,4,7,114,1,0,2,2014
379,4,8,45,1,0,2,2014
379,4,9,360,1,0,2,2014
379,4,10,329,1,0,2,2014
380,5,1,387,1,0,2,2014
380,5,2,206,1,0,2,2014
380,5,3,177,1,0,2,2014
380,5,4,406,1,0,2,2014
380,5,6,212,1,0,2,2014
380,5,7,225,1,0,2,2014
380,5,8,74,1,0,2,2014
380,5,9,440,1,0,2,2014
380,5,10,339,1,0,2,2014
381,6,2,32,1,0,2,2014
381,6,3,95,1,0,2,2014
381,6,4,42,1,0,2,2014
381,6,6,29,1,0,2,2014
381,6,7,31,1,0,2,2014
381,6,9,30,1,0,2,2014
381,6,10,75,1,0,2,2014
382,7,2,28,1,0,2,2014
382,7,4,18,1,0,2,2014
383,1,1,508,1,0,2,2014
383,1,2,180,1,0,2,2014
383,1,3,177,1,0,2,2014
383,1,4,760,1,0,2,2014
383,1,6,147,1,0,2,2014
383,1,7,50,1,0,2,2014
383,1,8,25,1,0,2,2014
383,1,9,274,1,0,2,2014
383,1,10,260,1,0,2,2014
384,2,1,393,1,0,2,2014
384,2,2,193,1,0,2,2014
384,2,3,158,1,0,2,2014
384,2,4,824,1,0,2,2014
384,2,6,132,1,0,2,2014
384,2,7,156,1,0,2,2014
384,2,9,283,1,0,2,2014
384,2,10,275,1,0,2,2014
385,3,1,339,1,0,2,2014
385,3,2,180,1,0,2,2014
385,3,3,89,1,0,2,2014
385,3,4,591,1,0,2,2014
385,3,6,172,1,0,2,2014
385,3,7,146,1,0,2,2014
385,3,9,361,1,0,2,2014
385,3,10,419,1,0,2,2014
386,4,1,421,1,0,2,2014
386,4,2,94,1,0,2,2014
386,4,3,139,1,0,2,2014
386,4,4,387,1,0,2,2014
386,4,6,156,1,0,2,2014
386,4,7,229,1,0,2,2014
386,4,9,316,1,0,2,2014
386,4,10,366,1,0,2,2014
387,5,1,484,1,0,2,2014
387,5,2,103,1,0,2,2014
387,5,3,177,1,0,2,2014
387,5,4,507,1,0,2,2014
387,5,6,203,1,0,2,2014
387,5,7,225,1,0,2,2014
387,5,8,25,1,0,2,2014
387,5,9,286,1,0,2,2014
387,5,10,419,1,0,2,2014
388,6,4,63,1,0,2,2014
388,6,6,58,1,0,2,2014
388,6,7,31,1,0,2,2014
388,6,9,89,1,0,2,2014
388,6,10,50,1,0,2,2014
389,1,1,266,1,0,2,2014
389,1,2,180,1,0,2,2014
389,1,3,152,1,0,2,2014
389,1,4,558,1,0,2,2014
389,1,6,152,1,0,2,2014
389,1,7,225,1,0,2,2014
389,1,8,25,1,0,2,2014
389,1,9,393,1,0,2,2014
389,1,10,539,1,0,2,2014
390,2,1,242,1,0,2,2014
390,2,2,515,1,0,2,2014
390,2,3,602,1,0,2,2014
390,2,4,972,1,0,2,2014
390,2,6,541,1,0,2,2014
390,2,7,655,1,0,2,2014
390,2,8,61,1,0,2,2014
390,2,9,699,1,0,2,2014
390,2,10,549,1,0,2,2014
391,3,1,367,1,0,2,2014
391,3,2,330,1,0,2,2014
391,3,3,266,1,0,2,2014
391,3,4,670,1,0,2,2014
391,3,6,274,1,0,2,2014
391,3,7,349,1,0,2,2014
391,3,9,514,1,0,2,2014
391,3,10,466,1,0,2,2014
392,4,1,266,1,0,2,2014
392,4,2,118,1,0,2,2014
392,4,3,209,1,0,2,2014
392,4,4,480,1,0,2,2014
392,4,6,182,1,0,2,2014
392,4,7,229,1,0,2,2014
392,4,9,316,1,0,2,2014
392,4,10,293,1,0,2,2014
393,5,1,411,1,0,2,2014
393,5,2,154,1,0,2,2014
393,5,3,228,1,0,2,2014
393,5,4,389,1,0,2,2014
393,5,6,166,1,0,2,2014
393,5,7,275,1,0,2,2014
393,5,8,25,1,0,2,2014
393,5,9,369,1,0,2,2014
393,5,10,200,1,0,2,2014
394,6,1,121,1,0,3,2014
394,6,2,32,1,0,3,2014
394,6,4,21,1,0,3,2014
394,6,6,40,1,0,3,2014
394,6,9,104,1,0,3,2014
394,6,10,50,1,0,3,2014
395,7,2,28,1,0,3,2014
395,7,6,15,1,0,3,2014
396,1,1,339,1,0,3,2014
396,1,2,77,1,0,3,2014
